# Converted file from inputfile Messung_4.CHN
# MCA number or Detector number: 1
# Segment number (set to 1 in UMCBI): 1
# ASCII seconds of start time: 12337
# Real Time (s): 120.000
# Live Time (s) : 119.800
# Start Date (DDMMMYY): 10JAN00
# Start time (HHMM): 2158
# Channel offset of data: 0
# Number of channels (length of data): 1024

# Data: 

328 	 0
329 	 0
330 	 0
331 	 0
332 	 2
333 	 1
334 	 1
335 	 3
336 	 1
337 	 1
338 	 1
339 	 3
340 	 0
341 	 0
342 	 1
343 	 0
344 	 0
345 	 2
346 	 0
347 	 3
348 	 2
349 	 0
350 	 0
351 	 0
352 	 0
353 	 2
354 	 0
355 	 0
356 	 0
357 	 2
358 	 1
359 	 2
360 	 1
361 	 1
362 	 1
363 	 1
364 	 2
365 	 0
366 	 1
367 	 0
368 	 2
369 	 1
370 	 1
371 	 0
372 	 1
373 	 2
374 	 3
375 	 2
376 	 2
377 	 1
378 	 0
379 	 0
380 	 2
381 	 1
382 	 1
383 	 0
384 	 0
385 	 2
386 	 0
387 	 0
388 	 0
389 	 0
390 	 2
391 	 0
392 	 2
393 	 0
394 	 3
395 	 0
396 	 0
397 	 0
398 	 1
399 	 0
400 	 2
401 	 2
402 	 1
403 	 0
404 	 2
405 	 3
406 	 1
407 	 1
408 	 0
409 	 0
410 	 0
411 	 0
412 	 1
413 	 4
414 	 0
415 	 3
416 	 1
417 	 0
418 	 2
419 	 0
420 	 0
421 	 2
422 	 1
423 	 0
424 	 0
425 	 0
426 	 1
427 	 0
428 	 0
429 	 0
430 	 0
431 	 2
432 	 0
433 	 1
434 	 1
435 	 1
436 	 0
437 	 0
438 	 3
439 	 0
440 	 1
441 	 1
442 	 1
443 	 2
444 	 0
445 	 1
446 	 0
447 	 0
448 	 0
449 	 1
450 	 2
451 	 3
452 	 1
453 	 0
454 	 1
455 	 0
456 	 2
457 	 2
458 	 0
459 	 3
460 	 0
461 	 0
462 	 2
463 	 1
464 	 2
465 	 2
466 	 1
467 	 0
468 	 1
469 	 2
470 	 1
471 	 1
472 	 0
473 	 0
474 	 1
475 	 1
476 	 1
477 	 2
478 	 1
479 	 0
480 	 0
481 	 0
482 	 2
483 	 0
484 	 1
485 	 1
486 	 1
487 	 3
488 	 1
489 	 0
490 	 1
491 	 0
492 	 0
493 	 0
494 	 0
495 	 2
496 	 0
497 	 0
498 	 1
499 	 0
500 	 2
501 	 0
502 	 2
503 	 2
504 	 0
505 	 1
506 	 0
507 	 0
508 	 0
509 	 0
510 	 1
511 	 3
512 	 1
513 	 1
514 	 0
515 	 2
516 	 0
517 	 1
518 	 1
519 	 0
520 	 0
521 	 1
522 	 0
523 	 0
524 	 0
525 	 0
526 	 0
527 	 1
528 	 0
529 	 0
530 	 0
531 	 0
532 	 0
533 	 0
534 	 0
535 	 0
536 	 0
537 	 0
538 	 0
539 	 2
540 	 1
541 	 1
542 	 2
543 	 0
544 	 1
545 	 1
546 	 0
547 	 0
548 	 1
549 	 0
550 	 0
551 	 0
552 	 0
553 	 2
554 	 0
555 	 0
556 	 0
557 	 0
558 	 1
559 	 0
560 	 0
561 	 0
562 	 0
563 	 1
564 	 0
565 	 1
566 	 1
567 	 0
568 	 0
569 	 0
570 	 2
571 	 0
572 	 0
573 	 0
574 	 0
575 	 1
576 	 1
577 	 0
578 	 0
579 	 0
580 	 2
581 	 1
582 	 1
583 	 0
584 	 0
585 	 2
586 	 0
587 	 0
588 	 0
589 	 2
590 	 1
591 	 0
592 	 2
593 	 1
594 	 0
595 	 0
596 	 0
597 	 3
598 	 0
599 	 2
600 	 1
601 	 2
602 	 3
603 	 0
604 	 1
605 	 0
606 	 3
607 	 1
608 	 1
609 	 1
610 	 0
611 	 3
612 	 0
613 	 0
614 	 1
615 	 0
616 	 0
617 	 1
618 	 0
619 	 0
620 	 0
621 	 0
622 	 0
623 	 1
624 	 1
625 	 0
626 	 1
627 	 0
628 	 1
629 	 0
630 	 0
631 	 0
632 	 0
633 	 0
634 	 0
635 	 0
636 	 0
637 	 0
638 	 0
639 	 0
640 	 0
641 	 0
642 	 1
643 	 0
644 	 0
645 	 0
646 	 0
647 	 1
648 	 2
649 	 0
650 	 0
651 	 0
652 	 1
653 	 0
654 	 0
655 	 0
656 	 2
657 	 0
658 	 0
659 	 0
660 	 0
661 	 0
662 	 0
663 	 0
664 	 0
665 	 0
666 	 0
667 	 0
668 	 0
669 	 0
670 	 0
671 	 0
672 	 0
673 	 0
674 	 0
675 	 0
676 	 0
677 	 0
678 	 0
679 	 0
680 	 0
681 	 0
682 	 0
683 	 0
684 	 2
685 	 0
686 	 0
687 	 1
688 	 0
689 	 0
690 	 0
691 	 1
692 	 0
693 	 0
694 	 0
695 	 0
696 	 0
697 	 0
698 	 0
699 	 0
700 	 0
701 	 0
702 	 1
703 	 1
704 	 0
705 	 0
706 	 1
707 	 0
708 	 1
709 	 0
710 	 0
711 	 0
712 	 0
713 	 2
714 	 1
715 	 1
716 	 0
717 	 0
718 	 0
719 	 0
720 	 0
721 	 0
722 	 0
723 	 0
724 	 0
725 	 0
726 	 0
727 	 0
728 	 0
729 	 0
730 	 0
731 	 0
732 	 1
733 	 1
734 	 0
735 	 0
736 	 0
737 	 0
738 	 0
739 	 0
740 	 0
741 	 0
742 	 0
743 	 0
744 	 0
745 	 0
746 	 0
747 	 0
748 	 0
749 	 1
750 	 0
751 	 0
752 	 0
753 	 0
754 	 0
755 	 0
756 	 0
757 	 0
758 	 0
759 	 0
760 	 0
761 	 0
762 	 1
763 	 0
764 	 0
765 	 1
766 	 0
767 	 0
768 	 0
769 	 0
770 	 0
771 	 1
772 	 0
773 	 1
774 	 0
775 	 0
776 	 0
777 	 0
778 	 0
779 	 1
780 	 0
781 	 0
782 	 0
783 	 0
784 	 0
785 	 0
786 	 0
787 	 0
788 	 0
789 	 0
790 	 0
791 	 1
792 	 0
793 	 0
794 	 0
795 	 0
796 	 0
797 	 0
798 	 0
799 	 0
800 	 0
801 	 0
802 	 0
803 	 1
804 	 0
805 	 0
806 	 0
807 	 1
808 	 0
809 	 0
810 	 0
811 	 0
812 	 0
813 	 0
814 	 0
815 	 0
816 	 0
817 	 0
818 	 0
819 	 0
820 	 0
821 	 0
822 	 0
823 	 0
824 	 0
825 	 0
826 	 0
827 	 0
828 	 0
829 	 0
830 	 0
831 	 0
832 	 0
833 	 0
834 	 0
835 	 0
836 	 0
837 	 0
838 	 0
839 	 0
840 	 0
841 	 0
842 	 0
843 	 0
844 	 0
845 	 0
846 	 0
847 	 1
848 	 0
849 	 0
850 	 0
851 	 0
852 	 0
853 	 0
854 	 0
855 	 0
856 	 0
857 	 0
858 	 0
859 	 0
860 	 0
861 	 0
862 	 0
863 	 0
864 	 0
865 	 0
866 	 1
867 	 1
868 	 0
869 	 1
870 	 0
871 	 0
872 	 0
873 	 0
874 	 0
875 	 0
876 	 0
877 	 0
878 	 0
879 	 0
880 	 0
881 	 0
882 	 0
883 	 0
884 	 0
885 	 0
886 	 0
887 	 0
888 	 0
889 	 1
890 	 0
891 	 1
892 	 0
893 	 1
894 	 0
895 	 0
896 	 0
897 	 0
898 	 0
899 	 0
900 	 0
901 	 0
902 	 0
903 	 0
904 	 0
905 	 0
906 	 0
907 	 0
908 	 0
909 	 0
910 	 1
911 	 0
912 	 0
913 	 0
914 	 1
915 	 0
916 	 0
917 	 0
918 	 0
919 	 0
920 	 0
921 	 0
922 	 0
923 	 0
924 	 0
925 	 0
926 	 0
927 	 0
928 	 0
929 	 0
930 	 0
931 	 0
932 	 0
933 	 0
934 	 0
935 	 0
936 	 0
937 	 0
938 	 0
939 	 0
940 	 0
941 	 0
942 	 0
943 	 0
944 	 0
945 	 0
946 	 0
947 	 0
948 	 0
949 	 0
950 	 0
951 	 0
952 	 0
953 	 0
954 	 0
955 	 0
956 	 0
957 	 0
958 	 0
959 	 0
960 	 0
961 	 0
962 	 0
963 	 0
964 	 0
965 	 0
966 	 0
967 	 0
968 	 0
969 	 0
970 	 0
971 	 0
972 	 0
973 	 0
974 	 0
975 	 0
976 	 0
977 	 0
978 	 0
979 	 0
980 	 0
981 	 0
982 	 0
983 	 0
984 	 0
985 	 0
986 	 0
987 	 0
988 	 0
989 	 0
990 	 0
991 	 0
992 	 0
993 	 0
994 	 1
995 	 0
996 	 0
997 	 0
998 	 0
999 	 0
1000 	 0
1001 	 0
1002 	 0
1003 	 0
1004 	 0
1005 	 0
1006 	 0
1007 	 0
1008 	 0
1009 	 0
1010 	 0
1011 	 0
1012 	 0
1013 	 0
1014 	 0
1015 	 0
1016 	 0
1017 	 0
1018 	 0
1019 	 0
1020 	 0
1021 	 0
1022 	 0
1023 	 0


# Energy calibration zero intercept, 0.0 for uncalibrated spectrum: 0.00000
# Energy calibration slope, 1.0 for uncalibrated spectrum: 0.00000
# Energy calibration quadratic term, 0.0 for uncalibrated spectrum: 0.00000
# Peak shape calibration zero intercept, 1.0 for uncalibrated spectrum: 1.00000
# Peak shape calibration slope, 0.0 for uncalibrated spectrum: 0.00000
# Peak shape calibration quadratic term, 0.0 for uncalibrated spectrum: 0.00000
# Detector description: 
# Sample description: 
